"exped","ubic","numextubi","numintubi","colubi"
"1020009","RIO PANUCO","326","","DEL VALLE"
"1020010","RIO MISSOURI","335","","DEL VALLE"
"1020011","RIO PANUCO","334","","DEL VALLE"
"1020012","MISSOURI OTE 337","","","DEL VALLE"
"1020013","RIO PANUCO 338","","","DEL VALLE"
"1020014","R MISSOURI RIO ROSAS 345  VALLE","","",""
"1020015","R PANUCO Y R ROSAS","704","","DEL VALLE"
"1020024","RIO PANUCO","310 Y 312","",""
"1020025","RIO MISSOURI","329","","DEL VALLE"
"1020026","RIO MISSOURI 320 Y 318","","","DEL VALLE"
"1020027","RIO MISSOURI","345","347",""
"1020028","RIO PANUCO 340","","","DEL VALLE"
"1020030","RIO PANUCO","304","","DEL VALLE"
"1020031","RIO MISSOURI OTE 333 DEL VALLE","","",""
"1020032","RIO MISSOURI","331","","DEL VALLE"
"1020033","RIO MOSSOURI","331","A","DEL VALLE"
"1020034","RIO MISSOURI OTE","315","","DEL VALLE"
"1021001","RIO MISSOURI OTE","705","","VALLE"
"1021002","RIO PANUCO","400","","DEL VALLE"
"1021004","RIO MISSOURI","L4 M21","","VALLE"
"1021005","RIO MISSOURI","427","","DEL VALLE"
"1021006","RIO PANUCO 412 DEL VALLE","","",""
"1021007","RIO MISSOURI OTE Y R PANUCO","433","","VALLE"
"1021008","RIO MISSOURI OTE 455","","","VALLE"
"1021009","RIO PANUCO 416","","","DEL VALLE"
"1021010","RIO PANUCO","418","","DEL VALLE"
"1021011","RIO PANUCO 420","","","DEL VALLE"
"1021012","RIO MISSOURI","461","B","DEL VALLE"
"1021013","RIO MISSOURI","463 461","","DEL VALLE"
"1021014","RIO PANUCO","424","","DEL VALLE"
"1021016","RIO PANUCO 456 DEL VALLE","","",""
"1021017","RIO MISSOURI","465","","DEL VALLE"
"1021028","RIO PANUCO","410","","DEL VALLE"
"1021029","RIO PANUCO","454","","DEL VALLE"
"1021030","RIO PANUCO","452","","DEL VALLE"
"1021031","RIO MISSOURI 455-A","","","DEL VALLE"
"1021032","RIO MISSOURI","4558","","DEL VALLE"
"1021033","RIO PANUCO","458","","DEL VALLE"
"1021034","RIO PANUCO","460","","DEL VALLE"
"1021035","RIO MISSOURI","457","","DEL VALLE"
"1021036","RIO MISSOURI 457-A","","","DEL VALLE"
"1021037","RIO MISSOURI 457-B","","","DEL VALLE"
"1021038","RIO MISSOURI","459","","DEL VALLE"
"1021039","RIO MISSURI","459","A","DEL VALLE"
"1021101","RIO MISSOURI OTE 456-1","","","DEL VALLE"
"1021102","RIO MISSOURI","456","2","DEL VALLE"
"1021103","RIO MISSOURI 456-3","","","DEL VALLE"
"1021104","RIO MISSOURI OTE","456","4","DEL VALLE"
"1021105","RIO MISSOURI 456-5","","","DEL VALLE"
"1021106","RIO MISSOURI","456","6","DEL VALLE"
"1022001","RIO GUADALQUIVIR","201","","DEL VALLE"
"1022003","RIO MISSOURI OTE","202","","DEL VALLE"
"1022004","GUADALQUIVIR L4 M22","","","DEL VALLE"
"1022005","RIO MISSOURI OTE VALLE","204","",""
"1022006","RIO GUADALQUIVIR","209","","RIO TAMAZUNCHALE"
"1022007","RIO MISSOURI OTE","212","",""
"1022008","RIO MISSOURI OTE","216","","DEL VALLE"
"1022009","RIO GUADALQUIVIR OTE","223","",""
"1022010","RIO GUADALQUIVIR","225","","DEL VALLE"
"1022011","RIO MISSOURI OTE","218","","DEL VALLE"
"1022012","RIO MISSOURI 220","","",""
"1022013","RIO GUADALQUIVIR 229","","","DEL VALLE"
"1022014","RIO MISSOURI OTE 224","","","DEL VALLE"
"1022015","RIO GUADALQUIVIR OTE","233","","VALLE"
"1022016","RIO GUADALQUIVIR 237","","","DEL VALLE"
"1022017","RIO MISSOURI OTE","228","","VALLE"
"1022018","RIO GUADALQUIVIR","243","","DEL VALLE"
"1022019","RIO MISSOURI","230","","DEL VALLE"
"1022020","MOCTEZUMA","604","","DEL VALLE"
"1022021","RIO GUADALQUIVIR OTE","211","","DEL VALLE"
"1022022","RIO GUADALQUIVIR 213","","","DEL VALLE"
"1022027","MISSOURI 208 DEL VALLE","","",""
"1022028","RIO MISSOURI SUR","206","A","DEL VALLE"
"1022029","RIO MISSOURI OTE","214","","VALLE"
"1022030","RIO GUADALQUIVIR OTE","215","","DEL VALLE"
"1022031","RIO MISSOURI","222","","VALLE"
"1022032","RIO MISSOURI","226","","VALLE"
"1022034","RIO MISSOURI OTE","210","","DEL VALLE"
"1022035","RIO GUADALQUIVIR","207","","DEL VALLE"
"1022036","RIO GUADALQUIVIR 203","","","DEL VALLE"
"1022037","RIO MISSOURI SUR 206","","","DEL VALLE"
"1022038","RIO GUADALQUIVIR L13 M59 DEL VALLE","","",""
"1022040","RIO GUADALQUIVIR","239","A","DEL VALLE"
"1022101","RIO MISSOURI 200","DEP1","","DEL VALLE"
"1022102","RIO MISSOURI","200","D-2","DEL VALLE"
"1022103","RIO MISSOURI","200","DEP 3","DEL VALLE"
"1022104","RIO MISSOURI","200","DEPTO 4","DEL VALLE"
"1022105","RIO MISSOURI","200","DEP 5","DEL VALLE"
"1022106","RIO MISSOURI","200","DEPTO 6","DEL VALLE"
"1022107","RIO MISSOURI","200","D-7","DEL VALLE"
"1022108","RIO MISSOURI","200","D 8","DEL VALLE"
"1023001","RIO GUADALQUIVIR","301","","DEL VALLE"
"1023002","GUADALQUIVIR","305","","DEL VALLE"
"1023003","MISSOURI","308","",""
"1023004","RIO GUADALQUIVIR","307","","DEL VALLE"
"1023005","MISSOURI","310","",""
"1023006","RIO MISSOURI","312","","DEL VALLE"
"1023007","MISSOURI","314","","DEL VALLE"
"1023009","RIO MISSOURI 316","","","DEL VALLE"
"1023010","GUADALQUIVIR 323","","","DEL VALLE"
"1023011","R MISSOURI","302","","DEL VALLE"
"1023012","GUADALQUIVIR","303","","DEL VALLE"
"1023014","RIO GUADALQUIVIR OTE","311","","DEL VALLE"
"1023015","GUADALQUIVIR","315","","DEL VALLE"
"1023016","RIO MISSOURI 318","","","DEL VALLE"
"1023017","GUADALQUIVIR OTE 325 DEL VALLE","","",""
"1023018","MISSOURI","320","","DEL VALLE"
"1023019","GUADALQUIVIR","327","","DEL VALLE"
"1023020","RIO MISSOURI","322","","DEL VALLE"
"1023021","GUADALQUIVIR","329","","DEL VALLE"
"1023022","RIO MISSOURI 326 VALLE","","",""
"1023023","GUADALQUIVIR 313","","","DEL VALLE"
"1023024","MISSOURI 306","","",""
"1023025","RIO MISSOURI","324","","DEL VALLE"
"1023101","GUADALQUIVIR 309 D-1","","","DEL VALLE"
"1023102","GUADALQUIVIR","309","DEP-2","DEL VALLE"
"1023103","GUADALQUIVIR 309 D-3","","","DEL VALLE"
"1023104","GUADALQUIVIR","309","D-4","DEL VALLE"
"1024001","RIO GUADALQUIVIR","401","","DEL VALLE"
"1024002","GUADALQUIVIR OTE","401","A","DEL VALLE"
"1024003","MISSOURI OTE","400","","VALLE"
"1024004","RIO MISSOURI OTE","424","","DEL VALLE"
"1024005","RIO GUADALQUIVIR","415","","DEL VALLE"
"1024006","MISSOURI","442","","DEL VALLE"
"1024007","MISSOURI","444","","DEL VALLE"
"1024008","MISSOURI","446","","DEL VALLE"
"1024009","GUADALQUIVIR OTE","417","","VALLE"
"1024010","RIO GUADALQUIVIR","433","433 A","DEL VALLE"
"1024012","GUADALQUIVIR OTE 437 DEL VALLE","","",""
"1024013","MISSOURI 452","","","DEL VALLE"
"1024014","RIO GUADALQUIVIR","441","","DEL VALLE"
"1024015","MISSOURI OTE 454","","","DEL VALLE"
"1024016","R GUADALQUIVIR OTE","451","","DEL VALLE"
"1024017","GUADALQUIVIR","L17","",""
"1024018","RIO MISSOURI OTE","466","","DEL VALLE"
"1024019","GUADALQUIVIR 455","","",""
"1024020","RIO GUADALQUIVIR 457","","","DEL VALLE"
"1024021","RIO MISSOURI OTE","","","DEL VALLE"
"1024022","RIO GUADALQUIVIR OTE","403","","DEL VALLE"
"1024023","RIO MISSOURI","414","","DEL VALLE"
"1024024","RIO GUADALQUIVIR","405","","DEL VALLE"
"1024025","MISSOURI","450","","DEL VALLE"
"1024026","GUADALQUIVIR","439","",""
"1024027","MISSOURI","460","","DEL VALLE"
"1024028","MISSOURI","448","","DEL VALLE"
"1024029","RIO MISOURI OTE 462 VALLE","","",""
"1024030","RIO MISSOURI OTE","464","","VALLE"
"1024032","RIO GUADALQUIVIR","443","","DEL VALLE"
"1025001","RIO AMAZONAS 511 VALLE","","",""
"1025002","RIO AMAZONAS","509","","DEL VALLE"
"1025003","GUADALQUIVIR 512","","","DEL VALLE"
"1025004","RIO GUADALQUIVIR PTE","510","","DEL VALLE"
"1025005","RIO AMAZONAS 507","","","DEL VALLE"
"1025006","R GUADALQUIVIR 506 VALLE","","",""
"1025007","RIO AMAZONAS","505","","DEL VALLE"
"1025008","GUADALQUIVIR PTE","500","","DEL VALLE"
"1025012","RIO GUADALQUIVIR","504","","VALLE"
"1025015","RIO GUADALQUIVIR PTE","510","","DEL VALLE"
"1025017","RIO GUADALQUIVIR PTE 502","","",""
"1025018","RIO TAMESI","602","",""
"1025019","RIO MARNE","707","","DEL VALLE"
"1025020","RIO AMAZONAS Y H LOBO 513","","","DEL VALLE"
"1025021","RIO MARNE 705","","","DEL VALLE"
"1026001","RIO AMAZONAS PTE","425","","VALLE"
"1026002","RIO GUADALQUIVIR","490","","DEL VALLE"
"1026003","RIO AMAZONAS","437","","DEL VALLE"
"1026004","RIO GUADALQUIVIR","412","","VALLE"
"1026005","RIO AMAZONAS","435","","VALLE"
"1026006","RIO GUADALQUIVIR 410","","",""
"1026007","RIO AMAZONAS PTE","407","","DEL VALLE"
"1026008","RIO GUADALQUIVIR","408","","DEL VALLE"
"1026009","RIO AMAZONAS","405","","DEL VALLE"
"1026010","RIO AMAZONAS 401 VALLE","","",""
"1026011","RIO GUADALQUIVIR","400","","DEL VALLE"
"1026028","R GUADALQUIVIR","406","","DEL VALLE"
"1026029","R AMAZONAS","403","",""
"1026030","RIO GUADALQUIVIR PTE","404","","DEL VALLE"
"1026031","RIO AMAZONAS","409","","DEL VALLE"
"1026032","RIO AMAZONAS","435","A","DEL VALLE"
"1027001","AMAZONAS 317","","",""
"1027002","GUADALQUIVIR PTE 316","","",""
"1027003","GUADALQUIVIR","314","","DEL VALLE"
"1027004","AMAZONAS PTE","313","","DEL VALLE"
"1027005","RIO AMAZONAS 315 PTE","","","DEL VALLE"
"1027006","RIO AMAZONAS","311","","DEL VALLE"
"1027007","GUADALQUIVIR 308","","",""
"1027008","AMAZONAS PTE","309","","DEL VALLE"
"1027009","RIO GUADALQUIVIR 304","","","DEL VALLE"
"1027010","RIO AMAZONAS PTE","303","","DEL VALLE"
"1027011","GUADALQUIVIR PTE","302","","DEL VALLE"
"1027019","RIO AMAZONAS","323","","DEL VALLE"
"1027020","GUADALQUIVIR 312","","","DEL VALLE"
"1027021","AMAZONAS PTE","313","","DEL VALLE"
"1027022","RIO AMAZONAS","S/N","","DEL VALLE"
"1028001","AMAZONAS PTE","219","","VALLE"
"1028002","GUADALQUIVIR","220","","DEL VALLE"
"1028003","RIO GUADALQUIVIR PTE 214","","","DEL VALLE"
"1028004","AMAZONAS PTE 215","","","DEL VALLE"
"1028005","GUADALQUIVIR PTE","212","","DEL VALLE"
"1028006","RIO AMAZONAS","213","","DEL VALLE"
"1028007","RIO AMAZONAS 211","","","DEL VALLE"
"1028008","GUADALQUIVIR","210","","DEL VALLE"
"1028009","AMAZONAS 209","","",""
"1028011","RIO AMAZONAS PTE 207","","","DEL VALLE"
"1028012","RIO GUADALQUIVIR PTE 206","","","DEL VALLE"
"1028013","AMAZONAS","205","",""
"1028014","GUADALQUIVIR","202","","DEL VALLE"
"1028015","GUADALQUIVIR 200","","","DEL VALLE"
"1028019","AMAZONAS","217","","DEL VALLE"
"1028020","GUADALQUIVIR","208","","VALLE"
"1028021","AMAZONAS","406","","DEL VALLE"
"1028022","RIO GUADALQUIVIR PTE","204","","DEL VALLE"
"1029001","AMAZONAS PTE 119","","",""
"1029002","RIO GUADALQUIVIR","130","","DEL VALLE"
"1029003","GUADALQUIVIR PTE 114","","","DEL VALLE"
"1029004","GUADALQUIVIR PTE","108","A","DEL VALLE"
"1029005","RIO AMAZONAS PTE","107","",""
"1029006","GUADALQUIVIR PTE","106","","DEL VALLE"
"1029007","AMAZONAS PTE","105","","DEL VALLE"
"1029009","RIO AMAZONAS","101","","DEL VALLE"
"1029010","RIO AMAZONAS","115","","DEL VALLE"
"1029011","GUADALQUIVIR PTE","112","",""
"1029012","RIO AMAZONAS PTE","109","","DEL VALLE"
"1029013","RIO AMAZONAS","103","","DEL VALLE"
"1029014","RIO GUAYALEJO NTE 510","","","DEL VALLE"
"1029015","GUADALQUIVIR 110","","","DEL VALLE"
"1029016","RIO AMAZONAS 111 DEL VALLE","","",""
"1029018","GUADALQUIVIR","","",""
"1029019","RIO AMAZONAS","101","A","DEL VALLE"
"1029020","GUADALQUIVIR PTE","108","","DEL VALLE"
"1029101","GUADALQUIVIR OTE","102","P BAJA DEP","DEL VALLE"
"1029102","GUADALQUIVIR 102 DEP-PTE PTA BAJA","","","DEL VALLE"
"1029103","GUADALQUIVIR OTE","102","DEP PISO 1","DEL VALLE"
"1029104","GUADALQUIVIR PTE","102","DEP PISO 1","DEL VALLE"
"1029105","GUADALQUIVIR 102 DEP-OTE 2§ PISO","","","DEL VALLE"
"1029106","GUADALQUIVIR PTE","104","B","DEL VALLE"
"1030001","RIO AMAZONAS","501","","DEL VALLE"
"1030002","GUADALQUIVIR PTE 30","","","DEL VALLE"
"1030003","GUADALQUIVIR","22","","DEL VALLE"
"1030004","RIO AMAZONAS PTE","3","","DEL VALLE"
"1030006","AMAZONAS PTE","15","","DEL VALLE"
"1030007","RIO AMAZONAS","25","","DEL VALLE"
"1031001","CALZ SAN PEDRO","301","","DEL VALLE"
"1031002","GUADALQUIVIR","12 Y 10","","VALLE"
"1031003","AMAZONAS 21","","","DEL VALLE"
"1031004","RIO AMAZONAS OTE","25","","DEL VALLE"
"1031005","GUADALQUIVIR","50","A",""
"1031006","GUADALQUIVIR","60","","DEL VALLE"
"1031007","GUADALQUIVIR","58","A","DEL VALLE"
"1032001","AMAZONAS","101","","DEL VALLE"
"1032002","GUADALQUIVIR OTE","104","","VALLE"
"1032003","GUADALQUIVIR","108","","DEL VALLE"
"1032004","RIO GUADALQUIVIR","112","","DEL VALLE"
"1032005","GUADALQUIVIR OTE","110","","VALLE"
"1032006","GUADALQUIVIR","116","","VALLE"
"1032007","GUADALQUIVIR OTE","118","","DEL VALLE"
"1032008","GUADALQUIVIR","L8 M32","","DEL VALLE"
"1032009","AMAZONAS OTE","113","","DEL VALLE"
"1032010","RIO AMAZONAS","115","","DEL VALLE"
"1032011","RIO AMAZONAS OTE","117","","DEL VALLE"
"1032012","AMAZONAS OTE","119","","DEL VALLE"
"1032013","AMAZONAS","121","","DEL VALLE"
"1032014","AMAZONAS OTE","125","","DEL VALLE"
"1032015","AMAZONAS ORIENTE","189","","DEL VALLE"
"1032020","AMAZONAS 103","","","DEL VALLE"
"1032021","AMAZONAS OTE","105","","VALLE"
"1032022","RIO AMAZONAS OTE","107","","DEL VALLE"
"1032023","AMAZONAS","111","","DEL VALLE"
"1032024","GUADALQUIVIR OTE","L24 M32","","DEL VALLE"
"1032025","GUADALQUIVIR","130","","DEL VALLE"
"1032028","RIO GUADALQUIVIR","136","","DEL VALLE"
"1032101","RIO GUADALQUIVIR","134","1","DEL VALLE"
"1032102","RIO GUADALQUIVIR","134","2","DEL VALLE"
"1032103","RIO GUADALQUIVIR","134","3","DEL VALLE"
"1032104","RIO GUADALQUIVIR","134","4","DEL VALLE"
"1032105","RIO GUADALQUIVIR","134","PH 5","DEL VALLE"
"1032106","RIO GUADALQUIVIR","134","PH 6","DEL VALLE"
"1033002","AMAZONAS","205","","DEL VALLE"
"1033004","RIO GUADALQUIVIR OTE","208","","DEL VALLE"
"1033005","AMAZONAS OTE","207","","DEL VALLE"
"1033006","RIO GUADALQUIVIR","L6 M33","","DEL VALLE"
"1033007","AMAZONAS OTE","L7 M33","","DEL VALLE"
"1033008","GUADALQUIVIR","212","","DEL VALLE"
"1033009","AMAZONAS OTE","215","","DEL VALLE"
"1033010","AMAZONAS OTE","217","","DEL VALLE"
"1033011","AMAZONAS OTE","221","","DEL VALLE"
"1033012","RIO GUADALQUIVIR OTE","218","","DEL VALLE"
"1033013","AMAZONAS OTE","227","","VALLE"
"1033014","RIO GUADALQUIVIR OTE","L014 M033","","DEL VALLE"
"1033015","AMAZONAS OTE","235","","DEL VALLE"
"1033016","GUADALQUIVIR OTE","230","","DEL VALLE"
"1033017","GUADALQUIVIR OTE","236","",""
"1033018","GUADALQUIVIR","238","","DEL VALLE"
"1033019","AMAZONAS OTE","239","","VALLE"
"1033020","AMAZONAS OTE","249","","BOSQUES DEL VALLE"
"1033025","RIO AMAZONAS OTE","201","","DEL VALLE"
"1033028","RIO AMAZONAS","225","","DEL VALLE"
"1033029","GUADALQUIVIR PTE","242","","DEL VALLE"
"1033030","AMAZONAS","231","","DE VALLE"
"1033032","RIO GUADALQUIVIR","240","","DEL VALLE"
"1033033","RIO GUADALQUIVIR","214","","DEL VALLE"
"1033034","RIO GUADALQUIVIR","214","","DEL VALLE"
"1033035","RIO GUADALQUIVIR","S/N","","DEL VALLE"
"1033101","RIO GUADALQUIVIR OTE","204","LOCAL 1","DEL VALLE"
"1033102","RIO GUADALQUIVIR OTE","204","LOCAL 2","DEL VALLE"
"1033103","RIO GUADALQUIVIR OTE","204","LOCAL 3","DEL VALLE"
"1033104","RIO GUADALQUIVIR OTE","204","LOCAL 4","DEL VALLE"
"1033105","RIO GUADALQUIVIR OTE","204","OFICINA 1","DEL VALLE"
"1033106","RIO GUADALQUIVIR OTE","204","OFICINA 2","DEL VALLE"
"1033107","RIO GUADALQUIVIR OTE","204","OFICINA 3","DEL VALLE"
"1033108","RIO GUADALQUIVIR OTE","204","OFICINA 4","DEL VALLE"
"1033109","RIO TAMAZUNCHALE","202","LOCAL 1","DEL VALLE"
"1033110","RIO TAMAZUNCHALE","202","LOCAL 2","DEL VALLE"
"1033111","RIO TAMAZUNCHALE","202","LOCAL 3","DEL VALLE"
"1033112","RIO TAMAZUNCHALE","202","LOCAL 4","DEL VALLE"
"1033113","RIO TAMAZUNCHALE","202","OFICINA 1","DEL VALLE"
"1033114","RIO TAMAZUNCHALE","202","OFICINA 2","DEL VALLE"
"1033115","RIO TAMAZUNCHALE","202","OFICINA 3","DEL VALLE"
"1033116","RIO TAMAZUNCHALE","202","OFICINA 4","DEL VALLE"
"1034001","RIO AMAZONAS","301","","DEL VALLE"
"1034002","RIO GUADALQUIVIR OTE","302","","DEL VALLE"
"1034003","R AMAZONAS","303","","VALLE"
"1034004","R AMAZONAS OTE","305","","VALLE"
"1034005","RIO GUADALQUIVIR","336","","DEL VALLE"
"1034006","RIO AMAZONAS","307","","DEL VALLE"
"1034007","RIO AMAZONAS","309","","VALLE"
"1034008","RIO GUADALQUIVIR","312","","DEL VALLE"
"1034009","RIO AMAZONAS","311","","DEL VALLE"
"1034012","GUADALQUIVIR","320","","VALLE"
"1034013","RIO AMAZONAS OTE 325","","","DEL VALLE"
"1034014","RIO AMAZONAS","327","","DEL VALLE"
"1034015","R GUADALQUIVIR 326 VALLE","","",""
"1034016","RIO AMAZAONAS","331","","DEL VALLE"
"1034017","E AMAZONAS","323","",""
"1034027","RIO GUADALQUIVIR","304","","VALLE"
"1034030","AMAZONAS","315","",""
"1034031","GUADALQUIVIR","322","","DEL VALLE"
"1034032","GUADALQUIVIR","324","","DEL VALLE"
"1034033","RIO ROSAS","504","","DEL VALLE"
"1034034","GUADALQUIVIR","332","","DEL VALLE"
"1034038","RIO GUADALQUIVIR OTE","330","","DEL VALLE"
"1034040","RIO GUADALQUIVIR OTE","334","","DEL VALLE"
"1034041","RIO ROSAS NTE","810","","DEL VALLE"
"1034101","RIO GUADALQUIVIR","306","DEPTO-1","DEL VALLE"
"1034102","RIO GUADALQUIVIR 306 DEPTO-2","","","DEL VALLE"
"1035002","GUADALQUIVIR","404","","DEL VALLE"
"1035003","RIO AMAZONAS OTE 403","","","DEL VALLE"
"1035004","RIO GUADALQUIVIR OTE","406","","DEL VALLE"
"1035006","GUADALQUIVIR","408","","DEL VALLE"
"1035007","AMAZONAS OTE","407","","DEL VALLE"
"1035008","GUADALQUIVIR","410","","DEL VALLE"
"1035010","AMAZONAS","415","","DEL VALLE"
"1035011","GUADALQUIVIR OTE","L11 M35","","DEL VALLE"
"1035012","AMAZONAS 423","","","DEL VALLE"
"1035013","RIO GUADALQUIVIR OTE","420","","DEL VALLE"
"1035015","GUADALQUIVIR","422","A","DEL VALLE"
"1035016","AMAZONAS OTE","429","","DEL VALLE"
"1035017","RIO GUADALQUIVIR","424","","DEL VALLE"
"1035018","AMAZONAS OTE","435","","DEL VALLE"
"1035019","GUADALQUIVIR","488","","DEL VALLE"
"1035020","AMAZONAS 433","","",""
"1035021","GUADALQUIVIR","490","","DEL VALLE"
"1035022","AMAZONAS OTE","445","","DEL VALLE"
"1035023","CHIPINQUE","810","","VALLE"
"1035024","CHIPINQUE","800","",""
"1035026","RIO GUADALQUIVIR","408","A","DEL VALLE"
"1035028","AMAZONAS","401","","DEL VALLE"
"1035029","RIO ROSAS NORTE","811","","DEL VALLE"
"1035030","AMAZONAS OTE","405","","VALLE"
"1035033","GUADALQUIVIR","L 33 M 35","","DEL VALLE"
"1035034","GUADALQUIVIR","416","","DEL VALLE"
"1035035","AMAZONAS 427","","","DEL VALLE"
"1035036","GUADALQUIVIR 410-A","","","DEL VALLE"
"1035037","RIO GUADALQUIVIR","406","A","DEL VALLE"
"1035038","GUADALQUIVIR","422-B","","DEL VALLE"
"1035101","RIO AMAZONAS","409","LOCAL 1","DEL VALLE"
"1035102","RIO AMAZONAS","409","LOCAL 2","DEL VALLE"
"1035103","RIO AMAZONAS","409","LOCAL 3","DEL VALLE"
"1035104","RIO AMAZONAS","409","LOCAL 4","DEL VALLE"
"1035105","RIO AMAZONAS","409","LOCAL 5","DEL VALLE"
"1035106","RIO AMAZONAS","409","LOCAL 6","DEL VALLE"
"1035107","RIO AMAZONAS","409","LOCAL 7","DEL VALLE"
"1035108","RIO AMAZONAS","409","LOCAL 8","DEL VALLE"
"1035109","RIO AMAZONAS","409","LOCAL 9","DEL VALLE"
"1035110","RIO AMAZONAS","409","LOCAL 10","DEL VALLE"
"1035111","RIO AMAZONAS","409","LOCAL 11","DEL VALLE"
"1035112","RIO AMAZONAS","409","DPTO 3A","DEL VALLE"
"1035113","RIO AMAZONAS","409","DPTO 3B","DEL VALLE"
"1035114","RIO AMAZONAS","409","DPTO 4A","DEL VALLE"
"1035115","RIO AMAZONAS","409","DPTO 4B","DEL VALLE"
"1035116","RIO AMAZONAS","409","DPTO 5","DEL VALLE"
"1035117","RIO AMAZONAS","409","DPTO 6","DEL VALLE"
"1035118","RIO AMAZONAS","409","PH","DEL VALLE"
"1035119","RIO AMAZONAS","409","CAJON 40","DEL VALLE"
"1035120","RIO AMAZONAS","409","CAJON 41","DEL VALLE"
"1035121","RIO AMAZONAS","409","CAJON 42","DEL VALLE"
"1035122","RIO AMAZONAS","409","CAJON 43","DEL VALLE"
"1035123","RIO AMAZONAS","409","CAJON 44","DEL VALLE"
"1035124","RIO AMAZONAS","409","CAJON 45","DEL VALLE"
"1035125","RIO AMAZONAS","409","CAJON 46","DEL VALLE"
"1035126","RIO AMAZONAS","409","CAJON 47","DEL VALLE"
"1035127","RIO AMAZONAS","409","CAJON 48","DEL VALLE"
"1035128","RIO AMAZONAS","409","CAJON 49","DEL VALLE"
"1035129","RIO AMAZONAS","409","CAJON 50","DEL VALLE"
"1035130","RIO AMAZONAS","409","CAJON 51","DEL VALLE"
"1035131","RIO AMAZONAS","409","CAJON 52","DEL VALLE"
"1035132","RIO AMAZONAS","409","CAJON 53","DEL VALLE"
"1035133","RIO AMAZONAS","409","CAJON 54","DEL VALLE"
"1035134","RIO AMAZONAS","409","CAJON 56","DEL VALLE"
"1035135","RIO AMAZONAS","409","CAJON 57","DEL VALLE"
"1035136","RIO AMAZONAS","409","CAJON 58","DEL VALLE"
"1035137","RIO AMAZONAS","409","CAJON 59","DEL VALLE"
"1035138","RIO AMAZONAS","409","CAJON 60","DEL VALLE"
"1035139","RIO AMAZONAS","409","CAJON 61","DEL VALLE"
"1035140","RIO AMAZONAS","409","CAJON 62","DEL VALLE"
"1035141","RIO AMAZONAS","409","CAJON 63","DEL VALLE"
"1035142","RIO AMAZONAS","409","CAJON 64","DEL VALLE"
"1036001","RIO ORINOCO PTE","555","","DEL VALLE"
"1036002","MARNE 550","","","DEL VALLE"
"1036003","ORINOCO 525","","","DEL VALLE"
"1036004","RIO AMAZONAS","520","","DEL VALLE"
"1036005","RIO ORINOCO 507","","","VALLE"
"1036006","RIO AMAZONAS PTE","500","","DEL VALLE"
"1036007","RIO TAMESSI","600","","VALLE PTE"
"1036009","RIO ORINOCO","505","","DEL VALLE"
"1036010","RIO AMAZONAS PTE","530","","DEL VALLE"
"1036011","AMAZONAS 552","","","DEL VALLE"
"1036012","RIO MARNE","559","","DEL VALLE"
"1036013","RIO ORINOCO PTE","557","","DEL VALLE"
"1036015","RIO ORINOCO","545","","DEL VALLE"
"1036016","RIO AMAZONAS PTE","500","","DEL VALLE"
"1037001","RIO ORINOCO","483","","DEL VALLE"
"1037002","RIO ORINOCO PTE 479","","","DEL VALLE"
"1037003","AMAZONAS","","",""
"1037004","RIO ORINOCO PTE 463-475","","","DEL VALLE"
"1037005","AMAZONAS PTE","414","","DEL VALLE"
"1037006","ORINOCO 457","","",""
"1037007","RIO AMAZONAS PTE","412","","DEL VALLE"
"1037008"," RIO ORINOCO","L9 M108","",""
"1037009","AMAZONAS 408","","","DEL VALLE"
"1037010","RIO ORINOCO","407 411","","DEL VALLE"
"1037011","ORINOCO PTE 405","","","DEL VALLE"
"1037012","RIO AMAZONAS","404","","DEL VALLE"
"1037013","RIO ORINOCO","403","","DEL VALLE"
"1037014","AMAZONAS PTE","L14 M37","","DEL VALLE"
"1037021","AMAZONAS 406","","",""
"1037024","RIO ORINOCO","463","","DEL VALLE"
"1037025","RIO AMAZONAS","420","",""
"1038001","RIO ORINOCO","395","","DEL VALLE"
"1038002","AMAZONAS PTE","320","","DEL VALLE"
"1038003","ORINOCO","373","","VALLE"
"1038004","RIO ORINOCO","375","","DEL VALLE"
"1038006","ORINOCO 369 DEL VALLE","","",""
"1038007","AMAZONAS","312","","DEL VALLE"
"1038008","RIO ORINOCO","325","","DEL VALLE"
"1038009","AMAZONAS 310","","","DEL VALLE"
"1038010","RIO ORINOCO PTE","339","","DEL VALLE"
"1038011","RIO ORINOCO","343","","DEL VALLE"
"1038012","AMAZONAS 308","","","DEL VALLE"
"1038013","RIO ORINOCO PTE","333","","DEL VALLE"
"1038014","AMAZONAS PTE","304","","VALLE"
"1038015","AMAZONAS PTE","306","","VALLE"
"1038016","RIO ORINOCO PTE","301","","DEL VALLE"
